3050 4030 3
3145 128 10.99 19.49
3145 150 1.94 2.56
3145 3150 18.33 30.76
3146 2736 19.42 45.47
3146 4172 4.73 6.97
3146 4529 18.49 31.2
3146 1030 8.14 17.03
3146 1763 7.72 11.54
3147 4660 9.16 21.25
3147 3269 0.58 0.74
3147 1513 12.19 19.3
3147 2580 10.0 18.55
3147 3577 11.87 23.77
3148 1421 3.22 6.51
3148 3853 3.3 7.3
3148 3714 5.96 7.94
3148 3687 15.02 18.74
3148 2251 17.98 39.57
3149 2458 11.64 18.66
3149 4014 9.55 16.2
3149 985 9.78 16.23
3149 3979 9.78 17.56
3149 3884 1.73 3.04
3150 1793 11.75 19.19
3150 3419 1.51 3.27
3150 2454 15.59 20.35
3150 3877 6.15 9.28
3150 956 8.8 18.64
3151 953 11.18 25.33
3151 2839 5.61 7.77
3151 3824 9.12 22.6
3151 3886 7.51 14.61
3151 4251 14.95 20.32
3152 1687 17.64 27.53
3152 69 4.71 8.42
3152 4403 2.05 3.32
3152 2218 18.53 22.68
3152 690 17.69 40.88
3153 1279 5.87 12.35
3153 376 1.37 3.05
3153 3962 8.69 21.09
3153 1577 9.11 11.88
3153 525 14.9 30.51
3154 4688 13.03 20.81
3154 502 3.81 7.27
3154 224 10.22 20.23
3154 3546 7.06 12.98
3154 748 5.03 7.22
3155 3008 10.89 18.34
3155 0 13.45 28.71
3155 3487 8.54 14.78
3155 4719 7.79 17.88
3155 4456 0.76 1.78
3156 1743 15.1 30.96
3156 2337 10.02 21.78
3156 4798 2.79 6.92
3156 530 6.19 12.49
3156 838 5.27 9.65
3157 1903 7.28 11.48
3157 2086 19.32 25.14
3157 1288 16.63 21.17
3157 1176 5.17 8.9
3157 2547 10.73 14.62
3158 20 18.59 37.98
3158 3604 2.3 5.71
3158 1964 13.51 29.7
3158 249 11.2 19.52
3158 1476 11.14 15.12
3159 4237 13.28 31.74
3159 1165 9.58 18.8
3159 3759 1.11 1.68
3159 1160 2.42 3.92
3159 3874 2.81 5.28
3160 1203 2.28 3.89
3160 2526 5.67 9.63
3160 3486 15.39 25.97
3160 1142 5.56 9.16
3160 535 10.73 22.65
3161 3401 13.48 25.03
3161 2163 19.86 26.24
3161 3410 10.72 22.87
3161 4788 6.71 11.13
3161 4245 19.88 31.95
3162 4188 15.18 31.88
3162 797 12.63 23.88
3162 314 9.34 11.34
3162 4327 12.78 16.57
3162 3078 4.73 8.68
3163 4211 16.12 25.02
3163 2165 11.53 21.18
3163 4244 14.15 22.81
3163 2875 15.67 37.75
3163 2451 12.23 23.69
3164 1134 6.63 15.65
3164 2953 13.3 16.95
3164 635 18.06 26.22
3164 754 14.61 21.9
3164 1516 18.45 25.24
3165 1979 16.36 26.18
3165 1638 14.55 34.57
3165 4507 2.38 5.77
3165 2555 13.23 33.06
3165 1315 13.98 21.0
3166 570 16.03 19.9
3166 480 19.04 28.66
3166 3189 7.04 12.87
3166 943 1.44 2.63
3166 3352 17.93 26.03
3167 997 2.01 3.8
3167 79 13.6 28.54
3167 23 3.01 4.39
3167 3641 17.86 39.11
3167 3881 12.62 21.41
3168 2829 19.49 48.06
3168 3831 17.55 36.73
3168 4914 3.61 8.51
3168 2788 16.7 22.86
3168 3428 14.69 36.31
3169 1680 10.04 23.49
3169 412 16.45 30.26
3169 1485 14.82 25.54
3169 2740 0.95 2.09
3169 1289 10.29 13.64
3170 4395 7.58 12.56
3170 3261 16.22 27.49
3170 3167 10.36 20.89
3170 3739 11.32 20.37
3170 2309 10.75 15.52
3171 587 3.67 7.91
3171 1290 8.28 11.99
3171 1394 7.81 17.65
3171 1479 17.23 33.37
3171 37 8.98 12.89
3172 2873 19.12 22.95
3172 316 11.82 19.0
3172 589 12.76 23.33
3172 4612 7.15 10.31
3172 3298 1.56 1.88
3173 2414 14.81 29.23
3173 4604 17.33 38.54
3173 2709 18.35 38.91
3173 1595 18.94 23.03
3173 4706 8.95 12.77
3174 1845 4.18 8.8
3174 1356 13.36 24.98
3174 3685 11.15 19.87
3174 236 9.09 11.18
3174 4371 18.67 37.47
3175 738 2.81 5.89
3175 2696 18.56 35.29
3175 4085 2.58 5.11
3175 4095 8.13 17.45
3175 2116 8.45 20.86
3176 718 16.99 37.87
3176 1506 2.92 4.03
3176 1809 3.72 5.17
3176 189 1.51 2.7
3176 4873 10.44 18.03
3177 4223 2.5 3.59
3177 4102 5.05 11.23
3177 2653 12.98 29.96
3177 1342 9.89 15.93
3177 2556 1.3 2.6
3178 2186 15.1 31.97
3178 4176 4.44 10.39
3178 419 1.93 3.76
3178 1729 15.0 19.92
3178 1009 5.44 6.76
3179 2603 5.9 11.74
3179 2157 13.54 23.51
3179 439 18.09 38.45
3179 4118 7.65 14.97
3179 4052 17.24 39.01
3180 1787 5.67 13.39
3180 744 1.19 2.56
3180 1347 8.97 21.97
3180 4318 8.5 13.35
3180 258 7.49 9.47
3181 1273 16.63 23.38
3181 381 3.51 5.15
3181 1250 4.73 11.41
3181 2156 13.0 25.13
3181 1695 3.32 7.61
3182 2539 2.19 3.3
3182 3262 1.7 3.97
3182 4333 14.68 20.97
3182 652 1.59 2.47
3182 4370 18.62 31.39
3183 3209 0.8 1.75
3183 2236 4.19 7.41
3183 2241 8.49 12.47
3183 125 6.42 13.82
3183 1405 13.51 17.04
3184 1625 4.58 8.53
3184 254 3.99 9.65
3184 4418 1.01 1.69
3184 814 11.48 25.75
3184 3893 10.51 16.04
3185 3733 14.09 17.83
3185 248 10.5 16.75
3185 2574 8.84 17.7
3185 4338 5.43 7.16
3185 233 9.09 12.88
3186 2097 14.14 22.04
3186 3392 1.27 1.65
3186 1067 7.12 12.24
3186 3670 17.06 25.76
3186 999 18.95 40.25
3187 4965 11.04 18.56
3187 4185 5.98 12.93
3187 4775 2.63 5.59
3187 1348 12.85 15.74
3187 1418 9.07 11.31
3188 3373 9.95 13.8
3188 3791 11.47 18.26
3188 4913 16.8 41.9
3188 2275 6.43 11.22
3188 1069 11.66 20.56
3189 3979 13.01 30.54
3189 2032 10.16 14.11
3189 3629 13.09 17.07
3189 744 5.85 12.65
3189 261 16.23 21.08
3190 4740 4.82 7.23
3190 3394 13.78 24.7
3190 959 2.36 3.81
3190 1986 9.47 19.33
3190 877 1.99 4.11
3191 2164 9.18 15.89
3191 4740 15.16 26.83
3191 2617 19.33 39.73
3191 1964 9.62 13.17
3191 1066 17.38 26.44
3192 3886 3.83 5.49
3192 1224 6.21 10.19
3192 181 5.79 8.02
3192 2285 2.69 5.83
3192 1917 4.44 5.69
3193 4485 4.88 8.38
3193 464 2.77 5.85
3193 1306 10.42 18.93
3193 1263 10.96 20.79
3193 2641 11.15 17.91
3194 3175 0.71 1.19
3194 1727 2.46 5.87
3194 1143 10.1 22.52
3194 2913 3.72 8.06
3194 588 14.01 23.25
3195 3742 3.33 8.22
3195 2344 19.76 26.27
3195 2285 18.34 41.01
3195 4348 16.04 30.2
3195 4710 10.27 17.28
3196 186 2.06 2.78
3196 3364 17.86 29.04
3196 2152 13.33 28.71
3196 2280 8.08 18.48
3196 1536 17.33 37.21
3197 4718 3.36 7.03
3197 4696 8.71 11.51
3197 2450 17.44 41.09
3197 3700 8.73 11.19
3197 2711 14.23 19.74
3198 1442 6.71 9.34
3198 4473 6.49 12.95
3198 4982 1.41 2.41
3198 4028 19.38 31.13
3198 3132 11.79 15.48
3199 1044 0.93 1.87
3199 2404 9.38 19.31
3199 1617 2.97 3.64
3199 2088 14.39 20.67
3199 4891 8.32 20.36
3200 4229 4.4 9.78
3200 2671 17.15 41.47
3200 4847 2.43 3.72
3200 482 12.56 16.66
3200 1565 15.13 18.82
3201 1557 16.12 35.41
3201 2417 7.67 15.61
3201 4908 18.04 40.13
3201 4917 17.61 26.65
3201 335 8.55 12.31
3202 4967 17.16 24.54
3202 2530 7.43 16.92
3202 1461 7.17 17.38
3202 1921 3.97 8.18
3202 3031 10.63 17.72
3203 1436 13.16 16.6
3203 3553 2.13 5.01
3203 4365 16.95 41.59
3203 3593 15.9 19.2
3203 1415 10.45 18.2
3204 1360 6.63 8.69
3204 114 12.96 27.32
3204 709 2.64 4.64
3204 1591 2.78 5.72
3204 4987 18.12 37.47
3205 1710 13.58 24.9
3205 485 2.2 2.88
3205 674 2.44 3.25
3205 1129 13.48 22.63
3205 4542 11.46 22.22
3206 452 9.93 20.83
3206 2175 16.59 30.8
3206 4183 15.92 38.26
3206 3063 10.49 21.11
3206 630 18.98 38.79
3207 1309 16.49 25.27
3207 2157 3.74 6.24
3207 578 14.57 35.21
3207 1938 16.18 25.23
3207 1237 1.32 2.85
3208 2041 7.34 17.69
3208 1565 7.06 16.93
3208 1777 11.36 18.34
3208 4892 3.84 6.02
3208 482 12.13 18.9
3209 3735 13.35 29.28
3209 3778 12.77 18.61
3209 4489 7.37 16.19
3209 4938 3.86 7.93
3209 2954 8.43 11.8
3210 1143 4.63 10.67
3210 4215 6.36 8.03
3210 1675 7.83 14.77
3210 2080 5.26 10.65
3210 2331 1.83 3.11
3211 3171 9.44 15.41
3211 1828 9.38 14.08
3211 2262 18.97 46.94
3211 2758 4.18 6.74
3211 3841 19.59 39.9
3212 1476 17.1 38.17
3212 2889 19.68 27.8
3212 4201 15.12 20.65
3212 1596 8.71 11.36
3212 2783 14.98 32.67
3213 2523 2.44 3.01
3213 3157 5.19 7.51
3213 2927 10.81 18.45
3213 1972 13.88 20.01
3213 4987 14.01 17.33
3214 2655 8.88 21.57
3214 2970 3.45 6.29
3214 2048 19.38 23.77
3214 2953 19.74 28.24
3214 2543 10.15 15.43
3215 1855 15.66 36.14
3215 3014 14.08 31.37
3215 4906 1.98 2.87
3215 4769 19.83 30.05
3215 1706 19.44 28.32
3216 886 15.11 31.34
3216 11 14.03 29.96
3216 21 3.63 8.86
3216 2860 18.75 41.69
3216 3474 9.1 18.82
3217 418 16.22 31.59
3217 2045 17.74 31.55
3217 731 16.64 40.61
3217 2588 17.35 34.13
3217 726 9.44 20.79
3218 1078 7.3 17.56
3218 4187 2.93 6.37
3218 4385 2.12 4.43
3218 581 3.55 4.98
3218 3104 4.13 5.67
3219 3479 5.97 9.77
3219 2354 7.71 13.71
3219 2347 0.52 0.87
3219 1656 5.85 10.89
3219 4641 9.09 13.43
3220 366 11.56 16.52
3220 2898 10.89 18.44
3220 2784 7.98 15.18
3220 105 17.17 39.02
3220 4695 4.82 7.03
3221 2202 13.79 18.41
3221 4002 11.97 23.8
3221 2152 14.28 19.95
3221 4334 1.78 2.18
3221 483 9.47 18.12
3222 3360 2.72 3.59
3222 2844 11.97 28.22
3222 162 14.96 30.35
3222 3860 19.09 42.37
3222 1359 14.03 27.62
3223 713 11.53 16.82
3223 387 1.79 3.45
3223 1852 13.69 16.62
3223 3059 8.63 11.72
3223 2394 12.14 18.15
3224 3469 4.99 12.21
3224 1598 1.96 3.22
3224 2594 2.33 5.31
3224 1438 5.83 7.88
3224 699 19.92 37.28
3225 990 15.54 36.84
3225 565 16.56 31.61
3225 1857 10.18 12.52
3225 111 0.93 2.24
3225 3669 3.48 6.44
3226 868 5.3 10.78
3226 2681 11.34 24.86
3226 4297 10.16 12.47
3226 270 18.19 26.89
3226 3690 16.76 35.51
3227 1463 16.85 29.47
3227 246 10.67 24.01
3227 3373 8.14 15.97
3227 602 19.57 43.15
3227 725 17.29 35.94
3228 1265 11.93 20.64
3228 4180 2.18 4.63
3228 4372 10.35 23.73
3228 4655 0.71 1.08
3228 431 5.8 13.67
3229 4514 1.05 2.11
3229 2786 3.38 5.49
3229 3676 8.08 19.49
3229 1264 5.94 14.03
3229 1840 19.69 44.66
3230 364 5.22 12.09
3230 4164 7.95 11.52
3230 4561 5.94 11.64
3230 740 13.29 30.05
3230 783 7.61 18.29
3231 2556 4.44 5.52
3231 768 18.48 40.27
3231 4124 17.72 32.48
3231 4852 12.85 16.8
3231 2748 10.91 23.92
3232 2720 13.66 18.85
3232 3341 4.34 5.47
3232 3075 2.61 4.54
3232 3302 7.02 13.4
3232 1768 16.16 28.49
3233 4861 13.42 22.25
3233 4846 5.78 10.98
3233 3742 2.72 4.66
3233 714 2.11 3.97
3233 2921 15.09 21.4
3234 4662 5.22 8.2
3234 4263 1.46 2.09
3234 4565 8.79 20.09
3234 1205 4.92 7.74
3234 2416 2.9 4.8
3235 4728 6.21 12.78
3235 674 1.94 4.01
3235 1281 12.63 19.35
3235 3186 13.61 19.46
3235 90 1.73 3.49
3236 3924 6.01 13.64
3236 4714 9.99 19.45
3236 4130 15.48 36.99
3236 2623 13.56 22.57
3236 2755 14.56 25.58
3237 2008 9.02 15.09
3237 860 5.39 13.12
3237 4731 18.79 38.09
3237 1543 12.69 27.78
3237 2283 1.7 3.32
3238 528 13.75 17.65
3238 3657 9.01 21.32
3238 1096 3.41 5.05
3238 2337 18.69 27.97
3238 2014 12.2 22.11
3239 2006 14.05 19.85
3239 2882 5.48 6.87
3239 4031 1.54 2.87
3239 2087 19.32 43.28
3239 2380 11.02 14.66
3240 1769 0.6 0.73
3240 4814 7.05 14.94
3240 269 10.21 15.98
3240 1816 13.81 23.31
3240 806 16.15 28.6
3241 2434 10.07 24.24
3241 3493 13.16 21.46
3241 2796 3.24 7.16
3241 1498 18.07 23.92
3241 2677 5.38 12.09
3242 1392 19.22 24.31
3242 638 5.29 10.67
3242 2543 18.04 41.18
3242 2872 6.3 14.93
3242 3472 19.31 29.8
3243 3557 4.68 9.29
3243 4150 15.58 19.59
3243 1092 2.98 5.45
3243 1621 11.09 22.1
3243 3273 7.84 14.4
3244 2359 19.11 39.57
3244 3827 13.74 21.49
3244 2314 15.26 20.24
3244 3369 7.87 10.16
3244 3933 9.56 11.51
3245 4074 7.75 17.94
3245 3467 0.88 1.39
3245 2556 1.45 3.2
3245 4245 13.06 32.19
3245 1651 10.38 17.37
3246 3096 17.79 23.98
3246 1338 19.97 38.86
3246 1079 14.42 22.11
3246 1062 8.57 18.02
3246 580 0.58 1.06
3247 1841 13.96 27.33
3247 248 14.75 18.8
3247 1585 14.83 22.47
3247 701 11.58 24.9
3247 853 1.53 3.03
3248 2007 12.74 18.48
3248 1183 16.32 31.95
3248 2520 9.97 15.68
3248 3959 15.09 23.81
3248 1205 15.45 25.53
3249 3938 15.65 22.08
3249 1819 5.8 10.67
3249 2307 1.58 2.3
3249 4557 14.48 28.94
3249 1060 14.31 30.57
3250 2266 11.06 21.8
3250 4872 8.33 18.91
3250 1784 0.94 1.59
3250 873 13.09 30.25
3250 4808 5.7 8.37
3251 4423 12.29 30.04
3251 2172 1.96 4.0
3251 651 18.5 31.49
3251 1870 1.66 3.31
3251 1852 7.51 9.13
3252 3385 10.84 16.91
3252 1296 5.01 9.97
3252 3572 12.71 20.78
3252 2242 3.84 4.98
3252 4983 0.5 0.8
3253 3543 11.6 26.56
3253 2720 16.69 35.04
3253 410 15.63 32.21
3253 3220 15.3 20.33
3253 849 17.8 25.55
3254 19 7.18 10.29
3254 1150 16.9 23.03
3254 4623 7.6 10.32
3254 1909 8.57 19.59
3254 4473 3.75 5.53
3255 1436 16.0 29.99
3255 4483 19.98 42.0
3255 1235 13.79 19.77
3255 1675 4.4 5.96
3255 2930 3.46 7.56
3256 1596 15.88 31.26
3256 1967 10.53 14.28
3256 1098 3.03 5.93
3256 2943 6.34 10.21
3256 2509 5.53 11.12
3257 3231 4.63 10.76
3257 3797 14.28 32.95
3257 4909 12.36 15.37
3257 2751 4.64 11.16
3257 866 3.1 5.37
3258 2693 4.2 5.93
3258 1500 5.71 8.06
3258 3309 3.23 4.53
3258 2 9.61 14.19
3258 182 7.41 13.26
3259 4046 16.13 38.21
3259 2180 12.4 18.43
3259 351 9.64 19.85
3259 3978 15.44 33.11
3259 2824 7.11 16.93
3260 4004 12.12 19.64
3260 2150 19.55 47.41
3260 4067 7.8 10.51
3260 4079 7.8 10.94
3260 780 10.03 14.57
3261 3406 18.83 41.69
3261 2312 9.59 17.0
3261 3976 13.32 32.02
3261 2191 6.84 15.66
3261 927 16.13 31.98
3262 2164 16.43 26.28
3262 2585 16.36 26.54
3262 482 11.79 15.21
3262 1469 10.56 15.74
3262 1509 0.87 2.13
3263 2585 0.52 0.81
3263 421 12.46 19.73
3263 1027 16.03 38.07
3263 248 2.2 5.02
3263 211 19.61 47.03
3264 4698 18.19 30.99
3264 4009 14.63 32.83
3264 3595 17.32 32.4
3264 1865 15.97 31.51
3264 2701 3.17 6.92
3265 365 8.36 16.71
3265 3958 9.03 11.88
3265 660 12.0 29.58
3265 804 16.22 33.51
3265 4777 5.34 6.58
3266 1551 9.82 12.91
3266 1111 1.76 3.02
3266 2537 4.13 6.17
3266 3672 15.47 30.81
3266 2131 11.92 24.63
3267 2714 2.21 5.13
3267 1714 10.8 13.71
3267 3399 4.33 8.31
3267 3531 13.13 30.01
3267 2429 9.56 20.86
3268 3893 7.6 17.11
3268 2852 5.06 9.42
3268 2588 5.12 10.56
3268 3598 1.28 2.72
3268 4824 6.61 15.59
3269 4209 16.92 33.93
3269 4281 18.69 45.41
3269 4216 16.43 38.59
3269 1363 16.45 22.18
3269 35 19.25 39.67
3270 555 13.96 21.64
3270 901 13.33 20.97
3270 2242 12.06 24.63
3270 612 13.09 26.81
3270 4583 11.88 21.61
3271 1542 6.5 15.79
3271 2622 6.7 13.52
3271 2511 2.75 3.52
3271 1842 18.23 35.34
3271 1402 7.16 12.73
3272 2470 12.18 18.96
3272 1332 17.63 39.14
3272 4392 11.28 15.91
3272 4588 17.17 22.92
3272 4286 2.47 3.68
3273 297 11.59 14.27
3273 1994 15.27 21.84
3273 1094 5.48 9.33
3273 484 11.55 26.34
3273 2391 5.13 10.93
3274 4235 16.24 38.72
3274 1911 13.83 33.47
3274 27 0.71 1.42
3274 2852 17.02 39.41
3274 1894 18.51 25.12
3275 2094 15.74 32.93
3275 2543 19.15 29.69
3275 2615 5.17 7.83
3275 4998 13.94 34.74
3275 4890 8.37 11.4
3276 4819 3.93 5.82
3276 2964 1.98 4.87
3276 1063 15.2 27.83
3276 3166 1.09 2.39
3276 793 3.42 5.71
3277 74 4.89 12.1
3277 52 8.13 12.1
3277 1622 9.94 15.23
3277 1529 11.57 15.59
3277 2859 8.03 17.84
3278 1943 19.52 45.9
3278 4439 13.99 26.73
3278 3191 16.8 41.94
3278 960 19.17 27.28
3278 3006 19.27 28.67
3279 103 11.65 19.5
3279 2429 10.41 24.04
3279 4962 17.23 34.36
3279 886 6.44 10.07
3279 2854 19.48 46.41
3280 4890 3.56 6.33
3280 1456 1.32 2.3
3280 1648 19.91 31.23
3280 1544 19.55 40.32
3280 146 3.75 7.8
3281 2310 14.11 20.03
3281 4453 8.58 11.71
3281 1347 0.69 1.2
3281 1319 16.29 36.58
3281 3948 14.45 19.93
3282 4632 1.79 4.15
3282 3978 6.59 14.01
3282 803 12.4 28.17
3282 4187 16.65 25.91
3282 1217 13.29 16.21
3283 3699 15.97 20.92
3283 4803 18.32 31.43
3283 4721 17.71 36.92
3283 950 14.04 17.58
3283 2286 10.81 18.99
3284 4154 10.04 21.23
3284 4309 19.74 26.39
3284 981 12.0 23.01
3284 2900 3.3 5.49
3284 1711 8.27 12.21
3285 4291 3.47 8.13
3285 342 8.54 20.93
3285 1803 19.6 37.51
3285 2011 0.72 1.17
3285 2454 2.99 4.22
3286 1578 14.07 24.11
3286 4375 11.49 14.73
3286 4301 13.47 30.65
3286 4010 13.74 18.07
3286 1086 5.82 7.42
3287 4171 19.84 38.03
3287 268 14.45 18.18
3287 2092 3.08 7.49
3287 1787 8.77 21.57
3287 1879 9.76 12.03
3288 2637 6.2 13.44
3288 2844 12.51 18.15
3288 4955 14.46 35.53
3288 4114 13.15 30.9
3288 3397 4.21 6.29
3289 1347 19.91 40.51
3289 1062 13.94 22.48
3289 4110 15.13 18.56
3289 1656 14.71 23.3
3289 2651 9.68 13.97
3290 3962 16.64 35.35
3290 4304 16.41 37.02
3290 919 10.04 20.94
3290 4510 5.8 11.84
3290 1623 16.67 20.05
3291 4174 16.74 37.62
3291 4173 18.16 33.42
3291 3876 1.45 2.9
3291 878 7.39 10.86
3291 2950 15.59 26.37
3292 1740 9.37 16.95
3292 2379 17.87 35.71
3292 1682 16.05 35.22
3292 882 13.91 24.93
3292 2827 16.18 38.0
3293 1233 12.09 22.08
3293 4758 19.5 44.16
3293 1653 9.62 13.66
3293 1561 18.85 45.1
3293 1210 19.5 35.1
3294 1818 18.56 39.94
3294 341 3.93 5.81
3294 1077 4.2 6.11
3294 2231 9.55 21.12
3294 1245 14.94 21.39
3295 1180 7.05 11.08
3295 4488 19.47 42.87
3295 3422 1.75 4.03
3295 4323 16.65 28.64
3295 4111 18.56 37.03
3296 2156 2.64 6.25
3296 2241 16.56 29.33
3296 3814 18.22 29.67
3296 1392 15.37 35.99
3296 4286 1.75 2.98
3297 3355 7.65 16.34
3297 828 11.25 15.11
3297 617 11.5 19.21
3297 1832 6.1 7.94
3297 2167 1.49 2.67
3298 2990 15.85 33.38
3298 1941 7.96 14.36
3298 2421 1.62 3.86
3298 1506 15.81 22.36
3298 1938 1.9 4.13
3299 2060 10.11 23.83
3299 3994 4.58 9.41
3299 497 8.04 15.62
3299 1788 9.35 17.49
3299 147 18.83 25.94
3300 3134 16.4 19.79
3300 1210 8.66 10.98
3300 2927 11.12 17.98
3300 2820 16.82 35.17
3300 1655 4.73 5.9
3301 3296 11.78 16.49
3301 405 7.09 15.42
3301 550 19.14 46.13
3301 3361 13.22 16.35
3301 1488 15.77 25.8
3302 2782 1.15 2.55
3302 1412 1.54 2.51
3302 782 18.11 42.36
3302 3830 0.95 1.99
3302 3766 3.06 6.71
3303 1757 7.48 15.11
3303 2781 11.14 22.33
3303 1894 2.86 4.49
3303 2206 2.86 6.79
3303 4832 14.72 27.16
3304 2582 14.74 19.32
3304 4455 17.11 42.5
3304 3852 1.89 3.86
3304 4036 4.92 12.3
3304 3485 11.81 25.9
3305 1370 1.12 2.18
3305 3206 5.64 7.78
3305 4616 6.43 8.5
3305 4048 12.93 25.08
3305 3904 1.02 1.6
3306 658 11.96 21.69
3306 1033 7.58 9.89
3306 599 0.72 1.78
3306 398 12.33 30.32
3306 4181 14.88 21.25
3307 4057 2.79 5.65
3307 4577 16.35 28.9
3307 4588 12.5 29.11
3307 1864 17.39 37.63
3307 3403 5.77 8.99
3308 1141 3.1 4.95
3308 2008 19.6 41.21
3308 4258 14.12 21.61
3308 2890 11.8 20.06
3308 2387 1.92 2.55
3309 394 12.84 17.58
3309 666 14.27 20.55
3309 4751 2.77 6.29
3309 1109 0.63 1.41
3309 2204 11.71 17.48
3310 4714 11.43 14.82
3310 3372 14.79 32.36
3310 4350 14.94 35.29
3310 4342 5.68 12.29
3310 3514 4.59 5.52
3311 2853 5.91 14.09
3311 2604 1.62 2.65
3311 4051 11.25 18.32
3311 2205 3.11 6.93
3311 3433 7.59 12.55
3312 1782 14.03 23.19
3312 3573 7.65 10.29
3312 1890 7.75 14.33
3312 3873 17.03 33.91
3312 3602 15.95 36.45
3313 4004 7.29 14.63
3313 112 11.59 23.24
3313 4960 16.48 33.0
3313 4 6.26 11.25
3313 688 4.16 8.33
3314 566 12.98 26.01
3314 588 9.95 15.52
3314 4935 0.63 1.36
3314 4923 13.43 21.64
3314 3786 9.13 15.32
3315 4676 9.84 24.03
3315 143 17.95 24.04
3315 3739 8.13 15.75
3315 2411 10.27 22.05
3315 865 2.4 3.22
3316 2962 17.36 33.52
3316 2699 11.66 21.52
3316 1066 4.02 9.27
3316 4094 14.6 19.82
3316 3711 10.14 13.75
3317 3811 8.79 19.92
3317 2634 7.33 17.21
3317 2928 18.93 30.87
3317 2010 13.23 23.73
3317 1203 8.35 17.55
3318 2535 1.82 3.09
3318 2807 10.4 12.79
3318 4076 3.23 4.58
3318 344 6.55 9.03
3318 3309 15.8 22.78
3319 3643 17.14 33.68
3319 4977 6.89 9.09
3319 3289 18.09 29.51
3319 3878 10.69 21.98
3319 919 0.82 1.36
3320 2902 18.51 25.76
3320 3689 13.55 18.86
3320 251 11.63 27.03
3320 2171 10.34 17.66
3320 2544 11.18 22.38
3321 1921 1.85 4.1
3321 479 5.37 6.78
3321 1270 9.63 13.77
3321 4590 14.44 35.26
3321 4067 15.38 21.21
3322 4554 4.1 8.37
3322 614 4.98 8.24
3322 3803 13.76 32.94
3322 2398 14.23 25.52
3322 1628 9.02 21.33
3323 4635 17.27 40.48
3323 253 2.59 4.79
3323 1178 19.91 40.73
3323 504 7.62 11.76
3323 1434 9.14 13.09
3324 4301 13.72 32.78
3324 3853 8.37 10.47
3324 4801 7.06 14.04
3324 4187 13.02 19.92
3324 1292 10.0 17.8
3325 2726 11.76 16.63
3325 2272 1.53 2.6
3325 1828 18.79 40.52
3325 2143 7.33 10.81
3325 1626 2.63 4.94
3326 4235 4.6 9.71
3326 3157 1.04 2.59
3326 2951 16.42 30.44
3326 1489 4.51 8.66
3326 4555 15.86 24.97
3327 3293 9.56 15.8
3327 3559 10.47 25.84
3327 1285 17.67 41.27
3327 1164 18.87 23.72
3327 4069 4.95 10.36
3328 1322 4.36 8.22
3328 2414 11.76 29.15
3328 840 12.67 22.58
3328 1295 0.51 1.06
3328 2923 19.3 36.03
3329 1547 1.84 4.05
3329 3150 6.57 12.64
3329 4220 2.27 5.07
3329 791 0.7 1.29
3329 1337 0.62 1.42
3330 2111 1.46 2.74
3330 17 8.19 16.4
3330 2225 4.93 8.83
3330 660 16.82 21.33
3330 4638 9.09 14.61
3331 3191 8.17 16.45
3331 3307 14.89 35.76
3331 4357 16.66 37.66
3331 1886 14.98 25.47
3331 2745 16.36 38.69
3332 2004 14.85 37.07
3332 3520 4.88 12.07
3332 3259 19.49 40.57
3332 83 9.2 22.66
3332 3953 5.98 8.82
3333 4500 18.73 34.66
3333 1091 18.31 26.09
3333 944 14.31 31.32
3333 695 3.6 7.6
3333 4850 11.56 26.0
3334 4720 4.07 6.17
3334 2736 19.41 24.1
3334 3416 1.09 1.78
3334 451 10.71 17.03
3334 1013 14.63 35.69
3335 2228 0.85 2.08
3335 4926 15.51 21.74
3335 4395 4.67 9.51
3335 4643 8.77 14.54
3335 2722 3.44 6.77
3336 826 18.27 28.76
3336 3249 14.07 25.33
3336 2567 4.45 7.33
3336 1783 19.31 44.32
3336 3419 9.85 23.92
3337 2326 2.19 4.04
3337 3112 18.12 24.75
3337 3364 17.0 42.5
3337 609 14.56 25.46
3337 3222 6.41 14.76
3338 423 7.65 16.03
3338 4138 1.91 3.3
3338 4695 11.22 22.65
3338 47 9.47 12.14
3338 2170 10.12 22.33
3339 2441 4.45 9.88
3339 1615 6.91 15.1
3339 4338 13.53 31.28
3339 139 9.45 16.37
3339 4060 14.22 34.05
3340 1010 8.39 13.28
3340 3111 13.11 24.55
3340 965 7.98 9.88
3340 4515 14.35 25.07
3340 3774 13.46 33.26
3341 3560 3.65 7.88
3341 112 19.31 25.68
3341 608 19.53 32.56
3341 3539 17.08 24.08
3341 494 7.25 9.84
3342 3157 16.4 34.97
3342 1659 7.99 16.24
3342 2227 12.81 24.96
3342 1639 7.6 16.12
3342 4788 8.55 10.68
3343 251 13.73 19.6
3343 128 0.88 1.38
3343 4549 8.34 15.12
3343 1620 14.22 26.56
3343 4669 8.77 12.85
3344 1490 1.67 2.13
3344 2597 12.94 25.75
3344 2947 17.88 38.78
3344 657 12.07 27.02
3344 826 15.06 32.06
3345 114 19.0 46.76
3345 3087 17.61 21.81
3345 465 2.21 3.44
3345 1400 18.23 33.15
3345 3679 2.85 6.73
3346 4941 11.9 27.07
3346 4361 7.68 11.79
3346 2983 16.57 30.2
3346 3937 18.08 31.9
3346 102 7.76 14.03
3347 3441 0.98 1.48
3347 1459 15.33 25.42
3347 3720 16.27 37.16
3347 1597 5.98 12.37
3347 3046 16.73 39.82
